transaction_id,transaction_amount,login_attempts,device_risk_score,transfer_frequency,anomaly_score,account_age_days,transaction_time_hour,failed_transactions_last_30d,avg_monthly_balance,daily_transaction_count,geo_distance_km,session_duration_minutes,transaction_velocity_score,payment_channel,authentication_type,card_present_flag,international_transaction_flag,suspicious_ip_flag,fraud_flag
1000207,21479.16,1,50.9,72,0.13,2618,1,1,121796.04,62,7219,92,85,POS Terminal,Biometric,1,0,1,FALSE
1000208,4599.37,6,51.4,67,0.09,1467,12,24,53984.14,70,11744,17,9.3,ATM,Biometric,1,0,1,FALSE
1000209,17168.7,11,83,79,0.37,159,8,5,200719.89,91,12327,93,56.7,Mobile App,OTP,1,1,1,FALSE
1000210,3022.01,1,49.9,65,0.24,777,5,24,38491.29,65,8971,32,7.7,Web Banking,Two-Factor Authentication,0,0,1,FALSE
1000211,13653.83,1,6.8,79,0.41,4688,18,22,439204.68,90,7384,48,47.9,Mobile App,OTP,1,0,0,FALSE
1000212,22901.07,1,71.4,21,0.37,2367,17,22,451309.64,58,10037,8,97.1,Web Banking,OTP,1,0,0,FALSE
1000213,23412.53,6,52,54,0.27,1701,15,7,242489.43,109,11549,85,69,POS Terminal,OTP,0,1,0,FALSE
1000214,23591.98,10,65,6,0.13,1196,9,21,101003.27,35,12000,74,85.1,Web Banking,Password Only,0,1,0,FALSE
1000215,6981.03,10,84.2,71,0.01,611,17,24,441301.9,18,3869,103,28.3,Web Banking,OTP,0,0,0,FALSE
1000216,3502.51,10,97.3,56,0.2,188,2,15,337545.26,107,10655,95,51.3,Mobile App,OTP,1,1,0,FALSE
1000217,12333.86,6,39.9,2,0.43,3049,21,8,218064.15,51,2191,50,39.3,Web Banking,OTP,1,1,1,FALSE
1000218,367.38,5,30.5,5,0.74,894,15,11,182505.7,61,14801,9,14.7,Web Banking,OTP,0,0,1,FALSE
1000219,7038.37,10,57.9,78,0.06,4429,0,3,248933.18,85,13087,54,60.6,Web Banking,Two-Factor Authentication,1,1,1,FALSE
1000220,18032.18,9,3.4,53,0.31,4771,17,6,98272.31,18,8316,20,29.2,Mobile App,Two-Factor Authentication,1,1,0,FALSE
1000221,21270.5,11,16.6,76,0.35,3435,6,12,179876.8,24,14563,91,53.9,Web Banking,OTP,0,1,1,FALSE
1000222,13244.47,1,90.2,23,0.12,3703,19,14,160503.02,104,663,84,7.4,Web Banking,Two-Factor Authentication,0,1,1,FALSE
1000223,9342.18,10,14.3,77,0.31,725,7,8,94929.75,112,11526,66,42,Mobile App,Two-Factor Authentication,0,0,1,FALSE
1000224,6072.04,8,29.9,7,0.29,2754,17,15,481376.61,35,12104,53,81,Mobile App,Two-Factor Authentication,1,1,0,FALSE
1000225,10010.76,6,0.8,17,0.07,2702,2,2,282535.39,26,659,49,80.1,Mobile App,OTP,0,0,1,FALSE
1000226,15232.08,4,100,11,0.34,2756,8,3,402650.73,106,12239,27,14.8,Web Banking,Biometric,1,0,1,FALSE
1000227,24658.91,11,77,70,0.38,3013,17,17,460925.63,97,8047,81,36.5,Web Banking,OTP,1,0,1,FALSE
1000228,16184.35,4,34,12,0.47,1791,15,3,330861.91,80,10989,99,38,ATM,Biometric,0,1,0,FALSE
1000229,6725.54,9,27.9,28,0.47,2459,12,6,146755.16,114,444,107,6.4,Mobile App,Biometric,1,1,1,FALSE
1000230,3299.25,11,54.1,31,0.03,4957,12,20,391768.87,60,7852,21,75,POS Terminal,Biometric,1,0,0,FALSE
1000231,7697.06,3,62.3,67,0.11,3566,7,6,470304.96,12,561,53,13.8,Web Banking,OTP,1,0,1,FALSE
1000232,14143.47,6,50.8,11,0.37,2546,19,6,177667.41,13,10493,20,75.3,Mobile App,Two-Factor Authentication,1,0,0,FALSE
1000233,18238.27,7,87.5,35,0.37,1911,11,15,183879.84,109,468,46,64.1,Mobile App,OTP,0,1,1,FALSE
1000234,12423.9,11,41.6,28,0.37,2527,15,0,300031.47,64,5940,118,55.8,Mobile App,OTP,1,1,0,FALSE
1000235,3471.36,1,95.5,59,0.89,1887,12,25,451862.18,110,10856,118,14.6,POS Terminal,OTP,1,1,0,FALSE
1000236,1280.52,12,23.3,65,0.38,1637,15,23,116574.91,94,14325,42,47.8,Mobile App,Two-Factor Authentication,0,1,0,FALSE
1000237,13262.35,1,33.8,71,0.48,3459,17,21,29800.37,15,11383,36,98.6,Mobile App,Two-Factor Authentication,1,0,1,FALSE
1000238,3613.83,11,12.8,8,0.45,3042,9,24,496812.25,62,14331,44,10.8,Mobile App,Biometric,1,0,0,FALSE
1000239,23671.81,11,13.8,2,0.4,3851,15,23,286098.47,106,6597,9,99,ATM,Password Only,0,1,1,FALSE
1000240,15819.94,2,78.2,24,0.22,2178,19,9,101170.08,19,5816,50,9.4,Mobile App,Password Only,0,1,0,FALSE
1000241,426.04,9,69.2,60,0.42,1084,11,0,262084.7,43,14124,112,55.1,Mobile App,Password Only,0,0,0,FALSE
1000242,20022.36,5,26.3,32,0.98,168,10,20,128719.07,26,2713,118,100,Mobile App,Password Only,0,0,0,TRUE
1000243,9793.3,3,30.2,76,0.14,3600,8,22,346737.65,118,12197,32,23.3,Mobile App,OTP,1,0,0,FALSE
1000244,22620.46,1,75.4,50,0.24,936,7,13,85118.08,74,5426,88,76.5,Mobile App,OTP,0,1,1,FALSE
1000245,19185.92,11,100,13,0.19,4516,4,8,127600.86,119,11804,108,52.7,Web Banking,Password Only,1,1,0,FALSE
1000246,12407.75,9,32.2,36,0.29,1481,17,13,263509.04,113,4024,8,27.2,ATM,Two-Factor Authentication,1,1,0,FALSE
1000247,9660.76,11,1.9,17,0.7,2579,0,6,31200.03,67,6258,72,44.7,ATM,Biometric,1,1,1,FALSE
1000248,3888.15,3,0,70,0.01,4004,10,14,116722.43,115,13441,55,90.9,Web Banking,Two-Factor Authentication,0,1,0,FALSE
1000249,8155.9,11,11.5,10,0.4,2473,5,0,31905.84,109,6886,50,24.8,Mobile App,OTP,0,0,1,FALSE
1000250,22573.53,10,58.2,14,0.01,1096,3,21,294470.63,97,3323,37,84.6,Web Banking,OTP,0,1,0,FALSE
1000251,18833.21,2,53.1,23,0.01,605,6,10,65867.63,52,3306,77,52.6,Mobile App,OTP,1,0,1,FALSE
1000252,3463.3,7,72.5,42,0.48,65,0,9,130744.78,25,6434,56,60,Mobile App,OTP,0,0,0,FALSE
1000253,2170.46,3,23,25,0.29,1160,9,4,392613.88,12,228,109,59,POS Terminal,Biometric,0,1,0,FALSE
1000254,6822.49,5,91.8,25,0.09,2578,12,10,413956.92,39,12429,55,42.8,ATM,OTP,0,1,0,FALSE
1000255,6561.3,7,85.3,48,0.15,2173,10,23,420555.11,47,14647,85,33.1,Web Banking,Two-Factor Authentication,0,0,0,FALSE
1000256,1796.12,6,46.9,2,0.4,4223,17,3,34897.72,86,1797,76,79.6,ATM,Two-Factor Authentication,0,1,1,FALSE
1000257,524.08,12,84.9,2,0.15,1958,19,7,223547.93,59,9336,81,91.9,POS Terminal,OTP,0,1,0,FALSE
1000258,15018.95,5,78.8,71,0.32,4971,12,9,397870.42,50,1525,41,8.6,Web Banking,OTP,0,1,0,FALSE
1000259,15686.63,9,66,50,0.29,4198,2,2,155132.78,30,10259,114,13.4,Web Banking,Two-Factor Authentication,0,1,1,FALSE
1000260,11336.02,7,32,5,0.16,2647,21,21,302588.44,89,9447,83,33.1,Web Banking,Biometric,0,1,1,FALSE
1000261,20843.57,7,30.8,21,0.67,3115,4,6,292542.47,3,2506,4,52,Mobile App,Biometric,0,0,1,FALSE
1000262,21440.39,12,27.6,43,0.39,3340,13,21,239389.9,80,12531,26,60.5,Mobile App,Biometric,1,1,1,FALSE
1000263,3936.72,1,5.4,64,0.01,369,20,1,145455.1,41,6480,83,59.3,Web Banking,Password Only,0,1,0,FALSE
1000264,20689.32,1,5.9,47,0.31,2201,16,7,54751.36,105,11862,103,25,Mobile App,Password Only,0,0,1,FALSE
1000265,21497.34,11,62,63,0.16,2277,3,10,173098.01,110,4702,11,63.1,Mobile App,Password Only,1,0,0,FALSE
1000266,14173.95,10,59.2,39,0.43,2363,12,23,238267.79,115,251,117,47.5,Mobile App,Password Only,1,0,1,FALSE
1000267,12436.75,4,49.3,63,0.14,4027,18,15,183988.43,49,9243,70,29.9,Mobile App,OTP,0,0,1,FALSE
1000268,11740.62,12,40.8,14,0.29,4574,17,24,17932.47,106,353,95,70.9,POS Terminal,Password Only,0,1,1,FALSE
1000269,22018.93,1,97.2,59,0.37,4548,8,1,306232.9,107,7689,6,71.8,Web Banking,Two-Factor Authentication,0,1,0,FALSE
1000270,17223.18,2,86.3,80,0.44,4679,0,21,1449.25,76,8155,120,4.5,Web Banking,OTP,0,0,1,FALSE
1000271,17991.79,4,92.2,40,0.06,2562,3,1,34151,114,5201,116,96.1,POS Terminal,OTP,0,1,1,FALSE
1000272,7293.11,11,40.7,73,0.04,148,19,9,248664.98,46,9857,2,35.6,POS Terminal,Password Only,0,1,0,FALSE
1000273,18351.92,1,79.1,1,0.19,1772,16,19,241485.9,33,12928,58,54.2,Web Banking,OTP,0,0,1,FALSE
1000274,1903.26,2,5.1,64,0.63,3166,2,6,313485.57,18,4789,98,55.1,POS Terminal,Password Only,0,1,0,TRUE
1000275,2869.48,4,36.9,65,0.42,4672,22,16,35518.25,70,1691,70,55.4,Mobile App,Biometric,0,1,1,FALSE
1000276,5317.03,9,21.7,70,0.6,3336,3,1,346516.04,56,9466,65,10,Mobile App,Two-Factor Authentication,1,1,0,FALSE
1000277,11000.04,9,80.3,0,0.73,551,22,17,127785.51,76,2365,118,43.1,Mobile App,OTP,1,1,1,TRUE
1000278,8523.42,1,18.9,75,0.35,2765,10,17,146551.8,20,6685,62,25.3,Web Banking,Password Only,0,1,0,FALSE
1000279,14536.4,2,22.8,2,0.05,1501,16,5,372837.76,25,12886,71,67.8,Web Banking,Two-Factor Authentication,1,1,0,FALSE
1000280,13361.08,7,100,54,0.45,3225,3,14,137899.17,61,2852,73,83,Web Banking,OTP,0,0,1,FALSE
1000281,15746.86,5,73.3,43,0.66,224,10,24,84990.98,114,6203,34,68.3,Web Banking,OTP,0,0,1,FALSE
1000282,24038.51,1,81.5,4,0.47,580,13,25,304206.58,76,12040,55,40.2,Mobile App,OTP,1,1,0,FALSE
1000283,9438.41,11,31.2,8,0.01,1186,21,18,413413.08,51,11942,72,67.3,Mobile App,Two-Factor Authentication,0,1,0,FALSE
1000284,11580.69,9,0,18,0.19,617,2,8,158953.76,23,14513,114,87.8,Web Banking,OTP,0,1,0,FALSE
1000285,23690.49,6,31.3,66,0.51,2573,0,3,71922.62,108,1381,25,85,Mobile App,Two-Factor Authentication,0,1,1,FALSE
1000286,3892.43,9,73.2,44,0.15,1519,5,23,35482.6,111,2188,60,20.5,Web Banking,Password Only,0,1,0,FALSE
1000287,12054.92,12,31.1,73,0.36,4019,15,3,280518.69,118,14982,109,67,Web Banking,Password Only,0,1,0,FALSE
1000288,12108.97,3,34.5,55,0.42,2982,10,14,455685.58,106,1588,86,0,Web Banking,Biometric,0,0,0,FALSE
1000289,17452.06,5,53.6,13,0.15,4928,15,25,217001.77,65,3799,19,80.1,Mobile App,OTP,1,1,0,FALSE
1000290,1284.44,9,16.1,22,0.27,3647,21,10,209968.72,76,8621,3,73.1,Web Banking,OTP,1,1,0,FALSE
1000291,20401.05,4,21.2,16,0.01,4638,3,23,30653.98,72,11692,76,91.7,ATM,Password Only,0,1,0,FALSE
1000292,19195.43,12,89.3,67,0.1,3050,3,13,411276.78,50,13701,78,77.2,POS Terminal,OTP,1,0,1,FALSE
1000293,12956.35,8,24.9,33,0.23,688,4,22,260705.53,95,4816,22,91.7,ATM,OTP,0,0,0,FALSE
1000294,5951.56,5,83.8,32,0.06,3055,4,13,240510.31,93,160,46,38.8,Web Banking,Biometric,0,0,0,FALSE
1000295,119.19,11,23.9,38,0.57,2189,14,23,107378.09,57,4772,46,8,Mobile App,Biometric,1,0,1,FALSE
1000296,7006.61,2,35.6,44,0.02,3389,8,13,485549.2,3,4537,117,26.9,Web Banking,Two-Factor Authentication,1,1,1,FALSE
1000297,14797.24,2,85,48,0.2,807,2,22,256374.17,61,13071,105,34.6,POS Terminal,Biometric,1,1,0,FALSE
1000298,18674.83,1,92.4,49,0.3,843,8,23,325884.35,73,14951,65,28.7,Mobile App,Biometric,0,0,1,FALSE
1000299,20572.73,8,4.7,71,0.49,298,3,16,106476.13,26,7107,96,45.9,Mobile App,Biometric,0,0,0,FALSE
1000300,11635.95,4,68.3,14,0.02,4199,19,0,346694.04,14,4253,8,13.5,Mobile App,Two-Factor Authentication,1,0,1,FALSE
1000301,13816.11,4,33.6,76,0.49,3112,1,16,356759.53,98,5659,82,24.2,Web Banking,OTP,1,1,0,FALSE
1000302,4184.68,5,0,54,0.28,4150,15,21,79244.52,22,8568,72,77.7,Mobile App,OTP,1,0,0,FALSE
1000303,19857.86,5,81.1,35,0.1,3195,12,8,70055.44,66,3161,45,30.2,Mobile App,Biometric,1,0,0,FALSE
1000304,21176.14,2,50.9,48,0.36,4238,6,14,211351.95,25,13406,119,41.6,ATM,OTP,1,1,0,FALSE
1000305,19455.48,6,4.5,68,0.11,870,23,4,192867.49,88,5462,36,60.2,Web Banking,Two-Factor Authentication,0,1,1,FALSE
1000306,24733.06,2,41.7,22,0.17,2571,18,14,444495.6,28,762,66,51.9,Mobile App,OTP,0,0,0,FALSE
1000307,10148,12,0,72,0.29,985,13,9,47829.66,85,5701,65,59.9,Mobile App,OTP,1,0,1,FALSE
1000308,1968.54,5,60.2,39,0.21,4692,23,14,441774.21,94,492,8,75.4,Mobile App,Two-Factor Authentication,0,1,0,FALSE
1000309,15521.81,4,53.2,25,0.3,4978,4,20,93073.51,8,409,103,86.5,Mobile App,OTP,1,1,1,FALSE
1000310,2223,10,9.9,50,0.94,2069,13,17,197282.22,36,9067,90,81.5,Mobile App,Two-Factor Authentication,1,0,1,TRUE
1000311,13910.96,2,14.8,0,0.4,1928,14,2,60168.81,15,2822,51,62.2,Web Banking,Two-Factor Authentication,1,1,1,FALSE
1000312,12632.37,1,94.5,72,0.57,1073,22,22,103925.86,16,5254,5,100,Web Banking,Biometric,0,1,1,FALSE
1000313,16714.32,7,19.1,14,0.35,3640,23,5,71286.33,65,13314,54,14,Web Banking,Password Only,0,1,1,FALSE
1000314,4815.42,8,98.4,49,0.94,2643,8,8,278977.76,12,2659,103,42.9,Mobile App,OTP,0,0,0,TRUE
1000315,4666.25,6,33.3,21,0.66,4840,20,0,130082.41,117,1420,107,41.2,Web Banking,OTP,0,1,0,FALSE
1000316,12240.37,7,73.7,49,0.01,4342,0,18,361624.13,109,1796,77,97.6,ATM,Two-Factor Authentication,1,0,1,FALSE
1000317,19957.15,7,72.7,54,0.25,694,19,16,86452.48,102,7122,97,28.5,Mobile App,OTP,0,1,0,FALSE
1000318,10865.27,11,78.8,16,0.76,525,2,4,411902.78,26,98,13,15.2,Mobile App,Password Only,0,1,1,TRUE
1000319,24513.21,11,60.9,5,0.39,2825,15,7,92035.54,78,10147,117,11.6,Web Banking,Password Only,0,1,1,FALSE
1000320,982.27,3,37.7,25,0.32,3746,15,10,162582.98,10,14591,70,25.2,Web Banking,OTP,0,1,1,FALSE
1000321,2117.53,4,87.4,22,0.68,3134,7,15,162998.91,76,3224,97,10.9,Mobile App,Two-Factor Authentication,0,1,1,TRUE
1000322,11548.77,5,100,28,0.17,3241,17,17,347723.62,71,2568,88,90.5,Web Banking,Password Only,0,1,1,FALSE
1000323,11769.24,5,48.1,13,0.24,3585,13,12,335680,9,14390,106,30.2,Web Banking,OTP,0,1,0,FALSE
1000324,10558.36,8,57.7,78,0.19,4206,9,15,286583.33,44,6668,3,47.7,POS Terminal,Biometric,0,0,1,FALSE
1000325,10913.07,3,69,50,0.17,2452,16,25,426392.85,95,7427,3,50.7,Mobile App,Two-Factor Authentication,1,0,1,FALSE
1000326,11737.94,1,85.5,48,0.43,3171,22,0,358393.35,82,5363,55,90.1,Web Banking,Two-Factor Authentication,0,0,1,FALSE
1000327,10320.19,12,65.9,28,0.34,1039,7,23,197291.44,11,12951,13,61.2,Mobile App,Two-Factor Authentication,1,0,0,FALSE
1000328,13386.8,6,81.1,44,0.16,943,22,5,476740.14,53,5794,44,18.3,Web Banking,Password Only,0,1,1,FALSE
1000329,13420.06,4,50.1,57,0.44,4582,23,12,117124.87,13,314,48,13.6,Web Banking,OTP,0,1,0,FALSE
1000330,190.8,9,100,53,0.34,3724,2,6,444772.13,84,14411,104,9,Mobile App,Two-Factor Authentication,0,1,0,FALSE
1000331,8361.03,8,94.4,8,0.43,981,7,6,478907.24,71,1698,15,84.7,ATM,Two-Factor Authentication,1,1,0,FALSE
1000332,21704.78,2,76.5,28,0.39,3486,14,4,124067.4,20,370,112,68.3,Mobile App,Biometric,1,1,1,FALSE
1000333,15456.53,12,45.5,33,0.13,1790,0,3,417274.67,104,5398,49,18,Web Banking,Biometric,1,1,1,FALSE
1000334,4662.83,10,27.7,38,0.18,274,17,21,422414.94,77,13620,50,60.9,Mobile App,Two-Factor Authentication,1,1,0,FALSE
1000335,9883.35,9,92.5,57,0.41,3663,14,17,356903.65,40,5222,95,58.9,Web Banking,OTP,1,1,0,FALSE
1000336,8699.92,9,19.2,57,0.39,264,14,5,165814.87,64,4109,71,46,Mobile App,Password Only,0,0,0,FALSE
1000337,1808.75,12,45.5,14,0.28,635,14,22,273678.45,76,3306,56,38.7,ATM,Biometric,0,1,1,FALSE
1000338,6966.14,7,67.7,39,0.3,1725,19,23,266670.22,30,2017,9,61.5,ATM,Two-Factor Authentication,1,1,1,FALSE
1000339,19723,8,49,63,0.51,4567,19,12,413754.08,45,9050,74,0,ATM,Biometric,0,1,1,FALSE
1000340,19766.8,4,100,12,0.17,1365,7,10,20579.49,58,3719,7,100,Mobile App,Two-Factor Authentication,0,1,1,FALSE
1000341,16444.73,5,56.8,60,0.38,2514,3,15,231372.59,63,4155,67,0,Web Banking,OTP,1,1,0,FALSE
1000342,23235,10,50,36,0.24,2072,19,9,24260.96,76,12349,20,90.2,Mobile App,Password Only,1,0,0,FALSE
1000343,23880.92,6,97.3,11,0.24,3690,21,13,488728.77,31,13555,120,1.6,ATM,Password Only,0,0,1,FALSE
1000344,12606.43,2,61.4,46,0.91,3175,16,21,164378.45,117,12172,117,31.5,Web Banking,Two-Factor Authentication,1,0,1,TRUE
1000345,9368.09,5,9.7,6,0.95,104,6,12,353213.23,73,14985,81,78.9,Web Banking,OTP,1,0,0,TRUE
1000346,11516.28,10,49.8,28,0.49,1307,14,14,265263.7,10,5162,31,85.1,Web Banking,Password Only,0,0,0,FALSE
1000347,14346.26,9,43.9,76,0.43,2631,7,9,452044.66,17,7351,34,85.7,Mobile App,Two-Factor Authentication,1,1,0,FALSE
1000348,22162.9,8,100,54,0.43,4663,6,18,214387.94,95,12921,3,54.2,Web Banking,OTP,1,0,0,FALSE
1000349,3888.51,10,59.1,58,0.51,2621,22,15,178559.26,114,3942,44,17.2,Mobile App,Two-Factor Authentication,1,0,0,FALSE
1000350,8955.47,8,67.4,8,0.28,2976,5,25,83929.06,29,14574,34,80.1,POS Terminal,OTP,0,0,1,FALSE
1000351,20984.72,6,32.5,55,0.4,4444,2,5,89324.12,71,6423,13,10.4,ATM,Password Only,1,0,1,FALSE
1000352,2687.66,8,83.4,10,0.17,3899,11,0,293319.49,100,12410,4,99.1,Web Banking,Biometric,0,1,0,FALSE
1000353,9182.89,3,0,4,0.34,928,21,3,248815.54,43,1056,113,77.5,POS Terminal,Two-Factor Authentication,0,1,0,FALSE
1000354,19819.01,9,10.3,22,0.26,952,17,7,257389.45,14,1426,28,42.8,Mobile App,Password Only,0,0,1,FALSE
1000355,1174.2,8,5.1,3,0.3,1745,11,18,215102.18,104,3047,33,21.2,POS Terminal,Two-Factor Authentication,0,1,0,FALSE
1000356,422.14,9,14.8,67,0.39,3745,19,14,293774.36,34,11370,40,77,Mobile App,OTP,0,1,1,FALSE
1000357,3934.98,8,91.9,24,0.13,2014,10,19,22120.82,74,1684,98,88.2,Web Banking,OTP,0,0,1,FALSE
1000358,6738.58,9,88.6,44,0.66,3749,18,14,39857.42,81,13641,93,54.1,Web Banking,OTP,0,0,0,FALSE
1000359,17420.48,10,99.1,55,0.1,2205,2,23,105069.97,24,3317,4,48.8,Mobile App,Two-Factor Authentication,0,0,0,FALSE
1000360,11761.32,5,54.9,16,0.06,2458,12,0,390360.15,19,13337,27,17.9,Mobile App,OTP,0,0,1,FALSE
1000361,19784.52,8,100,34,0.49,1399,21,6,102966.43,119,4418,48,76.3,Mobile App,OTP,1,1,1,FALSE
1000362,12597.96,4,79.9,22,0.62,87,21,21,184684.2,77,5327,108,37.6,POS Terminal,Two-Factor Authentication,0,0,0,TRUE
1000363,8000.72,9,72.3,44,0.42,4768,19,21,80834.5,47,8578,68,31.4,Mobile App,Password Only,1,0,1,FALSE
1000364,15341.21,4,73.9,3,0.39,3017,7,18,463014.21,120,13385,3,41.1,Web Banking,Password Only,1,0,1,FALSE
1000365,9330.25,5,17.4,25,0.39,1144,21,16,169149.24,109,10416,56,51.1,Web Banking,Password Only,0,0,0,FALSE
1000366,4285.33,2,77.2,1,0.28,4508,14,18,422100.93,104,8718,27,61.1,Mobile App,Biometric,1,0,1,FALSE
1000367,11711.64,12,9.8,10,0.61,4980,8,16,261109.18,119,6350,10,14.1,Web Banking,OTP,1,1,0,TRUE
1000368,11509.04,12,13.3,8,0.12,3383,22,1,468317.01,24,330,56,27.8,Web Banking,Two-Factor Authentication,1,1,1,FALSE
1000369,24088.49,4,75,8,0.29,2773,16,20,156836.01,90,14114,15,77.1,Mobile App,OTP,1,1,0,FALSE
1000370,12829.69,5,15.9,47,0.16,3603,6,15,440806.29,78,221,30,84.2,Web Banking,OTP,0,1,0,FALSE
1000371,13118.24,9,57.6,31,0.46,67,18,0,125733.89,52,7655,12,18.1,Mobile App,Two-Factor Authentication,1,1,0,FALSE
1000372,23107.93,8,94.2,57,0.25,498,1,13,243143.09,1,13087,43,39.3,Mobile App,OTP,1,1,1,FALSE
1000373,17755.85,4,60.1,4,0.13,3559,4,19,333731.64,40,14361,112,78.6,Web Banking,Two-Factor Authentication,0,0,0,FALSE
1000374,16272.75,10,25.8,14,0.81,640,19,14,269059.81,8,14379,55,64.7,Mobile App,OTP,0,1,0,TRUE
1000375,19246.07,1,27.9,43,0.22,874,2,20,149145.94,21,23,9,23.4,POS Terminal,Password Only,1,0,0,FALSE
1000376,5908.04,4,66,75,0.35,1376,16,21,113854.23,80,11771,29,71.3,POS Terminal,OTP,0,1,0,FALSE
1000377,2321.73,12,78.2,30,0.18,13,23,4,67331.66,96,9339,107,15.9,Web Banking,Password Only,0,1,1,FALSE
1000378,21134.33,3,26.9,69,0.13,833,13,3,289042.13,86,10205,4,59.2,Mobile App,Password Only,0,1,0,FALSE
1000379,18215.87,5,65.1,39,0.32,3878,7,3,43947.18,80,5617,32,72.9,Mobile App,OTP,1,1,0,FALSE
1000380,9815.63,12,5.9,1,0.32,4731,7,22,29638.5,100,14056,31,68.7,Mobile App,OTP,1,0,1,FALSE
1000381,11694.04,9,84.3,42,0.19,3368,10,8,233672.37,63,120,80,55.7,Web Banking,Password Only,1,1,1,FALSE
1000382,18286.31,2,2.4,13,0.2,2456,12,11,415206.21,45,3499,57,21.2,ATM,OTP,0,1,0,FALSE
1000383,24262.8,7,59.1,7,0.32,2469,2,12,56402.99,41,10339,81,80.8,Mobile App,OTP,0,0,1,FALSE
1000384,23137.56,6,55.2,52,0.02,4470,8,4,355425.11,47,4194,47,31,Mobile App,OTP,1,0,1,FALSE
1000385,6174.4,4,49.1,4,0.03,138,21,10,355706.19,85,14539,37,15.6,Mobile App,Password Only,0,0,0,FALSE
1000386,12738.73,6,27.9,52,0.15,4820,16,7,124253.87,101,8479,65,96.4,Mobile App,OTP,0,1,1,FALSE
1000387,5689.39,1,49.9,26,0.24,489,9,20,343982.64,10,8368,80,24.2,Web Banking,Biometric,0,0,0,FALSE
1000388,20800.1,11,12.4,32,0.34,3720,5,1,414084.48,96,14901,90,85.6,Web Banking,Biometric,1,0,0,FALSE
1000389,6579.55,12,75.7,59,0.55,1806,7,18,453601.41,38,14285,110,75.7,Web Banking,OTP,0,0,0,FALSE
1000390,20988.46,5,100,50,0.43,4313,5,10,157574.9,73,4036,14,89.7,Mobile App,Password Only,1,1,0,FALSE
1000391,9050.38,6,69.6,49,0.25,650,22,14,98075.67,23,10679,57,97.1,POS Terminal,OTP,1,0,1,FALSE
1000392,24791.36,10,77.3,59,0.28,2912,23,21,72442.26,81,11180,23,4.5,Mobile App,Two-Factor Authentication,1,1,1,FALSE
1000393,18045.49,12,10.4,10,0.1,4010,13,7,41282.5,70,13692,28,0.8,ATM,OTP,1,0,0,FALSE
1000394,5046.4,9,6.7,0,0.28,1193,6,9,235341.49,115,1922,117,0.8,Mobile App,OTP,1,1,1,FALSE
1000395,9205.58,1,66.7,80,0.23,755,19,25,102121.53,32,8987,104,18.6,POS Terminal,Password Only,0,0,0,FALSE
1000396,23901.58,4,10,46,0.34,3542,3,15,19982.26,113,10577,45,53.2,Web Banking,Two-Factor Authentication,0,0,0,FALSE
1000397,11994.15,7,47.5,37,0.13,502,18,24,292698.79,21,8328,77,10.2,Mobile App,Biometric,0,0,1,FALSE
1000398,7193.31,11,77,65,0.47,3169,17,17,310495.65,96,683,97,97,ATM,OTP,0,0,0,FALSE
1000399,6720.19,3,96.6,5,0.56,2568,16,9,135602,45,7591,106,4.9,Web Banking,OTP,0,0,1,FALSE
1000400,6747.82,1,41.3,80,0.26,4976,12,21,289859.96,71,12806,117,40.7,Mobile App,Two-Factor Authentication,1,0,1,FALSE
1000401,7225.01,2,60.9,59,0.99,3842,14,14,475165.23,88,12925,15,100,Mobile App,Password Only,1,0,1,TRUE
1000402,23078.62,1,26.2,28,0.35,2786,10,2,178561.86,111,2380,117,61.5,Web Banking,OTP,0,0,1,FALSE
1000403,1337.83,1,75.1,49,0.4,4812,16,10,275708.64,114,2794,83,35.3,Web Banking,Biometric,1,1,0,FALSE
1000404,3674.19,2,91.3,62,0.21,4953,11,8,69905.32,23,7776,50,54.7,Web Banking,OTP,1,1,1,FALSE
1000405,13167.52,2,26.6,34,0.09,2066,14,15,466004.06,43,9888,51,9.2,Web Banking,Password Only,1,1,0,FALSE
1000406,11120.7,5,53.4,24,0.28,3177,22,17,213478.22,99,2801,5,78.3,Web Banking,OTP,1,1,1,FALSE
1000407,12214.12,7,40.8,24,0.3,4299,6,19,389786.37,119,6781,45,78.9,Web Banking,Two-Factor Authentication,1,1,0,FALSE
1000408,23967.83,4,9.4,55,0.14,4663,15,1,154938.3,94,6314,69,16.5,Web Banking,OTP,1,0,1,FALSE
1000409,7546.7,10,42.9,22,0.28,4653,3,21,421672.83,81,7503,16,15.4,Mobile App,Two-Factor Authentication,1,0,1,FALSE
1000410,6799.18,10,35.8,56,0.37,2124,2,16,74185.12,10,3015,80,13.4,POS Terminal,OTP,1,1,0,FALSE
1000411,5594.38,9,44.3,36,0.74,4694,2,16,82274.78,91,13205,86,75.1,Mobile App,Two-Factor Authentication,1,1,1,TRUE
1000412,7929.68,2,69.5,43,0.54,2284,10,25,36124.12,11,9644,79,87.5,Mobile App,Two-Factor Authentication,1,0,1,FALSE
1000413,20613.73,5,15.5,25,0.45,1792,4,12,441420.83,39,7073,9,65.6,Web Banking,OTP,0,0,1,FALSE
1000414,21234.85,6,52.3,11,0.67,1493,12,20,328467.99,76,14771,40,80.7,Mobile App,OTP,1,0,1,FALSE
1000415,24494.21,11,69.1,7,0.14,2415,13,4,162100.14,102,12698,111,84.9,Mobile App,Biometric,1,0,1,FALSE
